idna_subject,checker_type,destination,source,tested_at,session_id
999233u.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:41.860088,9eccd806894ae0aea5a13634
999233v.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:42.320218,9eccd806894ae0aea5a13634
99908.org,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:42.357269,9eccd806894ae0aea5a13634
999233x.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:42.617627,9eccd806894ae0aea5a13634
999233w.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:42.668759,9eccd806894ae0aea5a13634
99925.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:42.915838,9eccd806894ae0aea5a13634
99925n.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:42.990573,9eccd806894ae0aea5a13634
999233y.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:42.996760,9eccd806894ae0aea5a13634
999233z.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:43.331309,9eccd806894ae0aea5a13634
99924066.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:44.366826,9eccd806894ae0aea5a13634
99930989.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:44.370717,9eccd806894ae0aea5a13634
9993090.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:44.604449,9eccd806894ae0aea5a13634
99931.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:44.649441,9eccd806894ae0aea5a13634
99932.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:44.892136,9eccd806894ae0aea5a13634
9993100.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:45.315558,9eccd806894ae0aea5a13634
9993203.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:45.429093,9eccd806894ae0aea5a13634
99932.cc,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:45.502071,9eccd806894ae0aea5a13634
9992761.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:46.344014,9eccd806894ae0aea5a13634
999365.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:46.686398,9eccd806894ae0aea5a13634
999365.info,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:47.123229,9eccd806894ae0aea5a13634
999365.mobi,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:47.582890,9eccd806894ae0aea5a13634
99937.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:47.861051,9eccd806894ae0aea5a13634
999353.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:48.608979,9eccd806894ae0aea5a13634
999354.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:48.815992,9eccd806894ae0aea5a13634
99938.biz,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:48.900998,9eccd806894ae0aea5a13634
999372.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:48.911847,9eccd806894ae0aea5a13634
9993m.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:51.133486,9eccd806894ae0aea5a13634
